Wavelength (nm)	Channel Gain (dB)
1.52887E-6	15.988592
1.52968E-6	15.896781
1.530445E-6	15.722361
1.53121E-6	15.634914
1.531975E-6	15.626995
1.532695E-6	15.65602
1.53346E-6	15.445499
1.53427E-6	15.839731
1.535035E-6	15.958164
1.5358E-6	16.114101
1.53661E-6	16.28511
1.53742E-6	16.461841
1.538275E-6	16.597461
1.539085E-6	16.642786
1.53985E-6	16.622312
1.54066E-6	16.603436
1.541425E-6	16.583464
1.542235E-6	16.571456
1.543045E-6	16.544357
1.54381E-6	16.534342
1.54462E-6	16.516195
1.54543E-6	16.49006
1.546195E-6	16.458118
1.547005E-6	16.268672
1.54777E-6	16.46022
1.54858E-6	16.477278
1.549345E-6	16.499725
1.5502E-6	16.515248
1.55101E-6	16.547345
1.55182E-6	16.554767
1.55263E-6	16.602864
1.553395E-6	17.009097
1.554205E-6	16.601534
1.555015E-6	16.616731
1.555825E-6	17.112841
1.556635E-6	16.632114
1.5574E-6	16.792514
1.55821E-6	16.671382
1.55902E-6	16.978803
1.559785E-6	16.41001
1.560595E-6	16.732087
1.561405E-6	16.466635
1.562215E-6	16.859225
1.563025E-6	16.929332
1.563835E-6	17.040003
1.564645E-6	17.122691
1.5655E-6	17.152873
1.56631E-6	17.218518
