Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.165164
1.52968E-6	4.280724
1.530445E-6	4.28331
1.53121E-6	4.243464
1.531975E-6	4.349832
1.532695E-6	4.192177
1.53346E-6	4.114584
1.53427E-6	2.784151
1.535035E-6	4.178605
1.5358E-6	3.96142
1.53661E-6	4.101972
1.53742E-6	4.119717
1.53823E-6	3.928293
1.539085E-6	4.646338
1.53985E-6	4.222685
1.54066E-6	4.192493
1.541425E-6	4.234484
1.542235E-6	4.245736
1.543045E-6	4.249442
1.54381E-6	4.213917
1.54462E-6	4.221434
1.545385E-6	3.797164
1.546195E-6	4.35398
1.547005E-6	4.242208
1.547815E-6	4.63679
1.54858E-6	4.230654
1.54939E-6	4.30573
1.5502E-6	4.463219
1.55101E-6	4.276866
1.55182E-6	4.320988
1.55263E-6	4.386017
1.55344E-6	4.321085
1.554205E-6	4.302162
1.55506E-6	4.34273
1.555825E-6	4.31206
1.556635E-6	4.452248
1.557445E-6	4.330816
1.55821E-6	4.332662
1.55902E-6	3.938732
1.559785E-6	4.640495
1.560595E-6	4.225634
1.561405E-6	4.189717
1.562215E-6	4.075325
1.563025E-6	4.070131
1.563835E-6	3.97814
1.564645E-6	3.896288
1.5655E-6	3.93132
1.56631E-6	3.897483
