Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.123978
1.52968E-6	4.727534
1.530445E-6	4.223573
1.53121E-6	4.424168
1.531975E-6	4.253934
1.532695E-6	4.27841
1.53346E-6	4.477599
1.53427E-6	4.107361
1.535035E-6	4.074723
1.5358E-6	3.99995
1.53661E-6	4.053249
1.53742E-6	4.017674
1.53823E-6	3.667312
1.539085E-6	4.080268
1.53985E-6	4.088364
1.54066E-6	4.089871
1.541425E-6	4.068357
1.542235E-6	4.070675
1.543E-6	3.666042
1.54381E-6	4.096319
1.54462E-6	4.132995
1.545385E-6	4.168444
1.546195E-6	4.055859
1.547005E-6	4.062774
1.54777E-6	3.703287
1.54858E-6	4.065695
1.54939E-6	4.055813
1.5502E-6	4.216278
1.550965E-6	4.024445
1.551775E-6	3.684318
1.552585E-6	3.62525
1.553395E-6	3.576771
1.554205E-6	3.483195
1.55497E-6	3.903403
1.555825E-6	4.006689
1.55659E-6	3.976143
1.5574E-6	3.510622
1.55821E-6	3.70672
1.558975E-6	3.966718
1.559785E-6	3.961708
1.560595E-6	3.929814
1.561405E-6	3.928841
1.562215E-6	3.870628
1.563025E-6	3.819916
1.563835E-6	3.79722
1.564645E-6	3.808099
1.565455E-6	3.700612
1.56631E-6	3.046467
