Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.490792
1.53121E-6	4.474883
1.532695E-6	4.353593
1.53427E-6	3.693808
1.5358E-6	4.143781
1.53742E-6	3.604151
1.53904E-6	3.783024
1.54066E-6	4.256633
1.542235E-6	4.242938
1.54381E-6	4.190502
1.545385E-6	4.194158
1.54696E-6	3.928839
1.54858E-6	4.134039
1.5502E-6	4.157968
1.551775E-6	4.129111
1.553395E-6	4.119689
1.555015E-6	4.072874
1.55659E-6	3.874496
1.558165E-6	4.319001
1.559785E-6	3.975736
1.561405E-6	3.911581
1.563025E-6	3.836798
1.564645E-6	3.79559
1.56631E-6	3.758003
