Wavelength (nm)	Noise Figure (dB)
1.52887E-6	7.185829
1.52968E-6	8.11903
1.530445E-6	7.584053
1.53121E-6	7.633757
1.531975E-6	7.700762
1.532695E-6	7.912817
1.53346E-6	7.475176
1.53427E-6	7.325914
1.535035E-6	7.164462
1.535845E-6	5.010013
1.53661E-6	6.773979
1.53742E-6	6.59915
1.538275E-6	6.815173
1.539085E-6	6.655958
1.53985E-6	6.670833
1.54066E-6	6.819052
1.541425E-6	6.916909
1.542235E-6	6.995801
1.543045E-6	7.148978
1.54381E-6	7.176435
1.54462E-6	7.214093
1.54543E-6	7.865687
1.546195E-6	7.34482
1.547005E-6	7.355093
1.54777E-6	6.961445
1.54858E-6	7.382092
1.549345E-6	7.319492
1.5502E-6	7.486928
1.55101E-6	7.504142
1.55182E-6	7.502591
1.55263E-6	7.569328
1.55344E-6	7.657623
1.554205E-6	7.610476
1.555015E-6	7.660521
1.555825E-6	7.688008
1.556635E-6	7.76828
1.5574E-6	7.579627
1.55821E-6	7.69026
1.55902E-6	7.161281
1.559785E-6	7.472639
1.560595E-6	7.341791
1.561405E-6	7.143688
1.562215E-6	6.953713
1.563025E-6	6.695437
1.563835E-6	6.485304
1.564645E-6	6.23298
1.5655E-6	5.998554
1.56631E-6	5.801401
