Wavelength (nm)	Channel Gain (dB)
1.52887E-6	20.501399
1.52968E-6	20.55815
1.530445E-6	20.46701
1.53121E-6	20.166761
1.531975E-6	20.424669
1.532695E-6	20.477426
1.53346E-6	20.493853
1.53427E-6	20.567016
1.535035E-6	20.637406
1.5358E-6	20.718298
1.53661E-6	20.819544
1.53742E-6	20.946705
1.538275E-6	20.83134
1.539085E-6	21.08677
1.53985E-6	21.066301
1.54066E-6	21.04274
1.541425E-6	21.022844
1.542235E-6	21.006175
1.543045E-6	20.987961
1.54381E-6	20.960075
1.544575E-6	21.23739
1.54543E-6	20.538059
1.546195E-6	20.901539
1.547005E-6	20.89768
1.547815E-6	20.907711
1.54858E-6	20.891178
1.549345E-6	20.858386
1.5502E-6	20.725043
1.55101E-6	20.930236
1.55182E-6	20.617016
1.55263E-6	20.991318
1.55344E-6	20.969594
1.554205E-6	20.97643
1.555015E-6	20.960535
1.555825E-6	20.999374
1.55659E-6	20.939491
1.557445E-6	20.955339
1.55821E-6	20.957638
1.558975E-6	20.933179
1.559785E-6	20.973818
1.560595E-6	20.975273
1.561405E-6	21.009275
1.562215E-6	21.083614
1.563025E-6	21.150699
1.563835E-6	21.238573
1.564645E-6	21.330465
1.5655E-6	21.885635
1.56631E-6	21.394351
