Wavelength (nm)	Noise Figure (dB)
1.52887E-6	6.320259
1.52968E-6	6.525198
1.530445E-6	6.643544
1.53121E-6	6.682079
1.531975E-6	6.723992
1.532695E-6	6.637147
1.53346E-6	7.366267
1.53427E-6	6.380147
1.535035E-6	6.310319
1.5358E-6	5.991324
1.53661E-6	6.028873
1.53742E-6	5.85049
1.538275E-6	5.873694
1.539085E-6	5.972943
1.53985E-6	6.000842
1.54066E-6	6.105645
1.541425E-6	6.178121
1.542235E-6	6.235045
1.543045E-6	6.376403
1.54381E-6	6.400097
1.54462E-6	6.440508
1.54543E-6	6.550442
1.546195E-6	6.595861
1.547005E-6	6.793228
1.54777E-6	6.532461
1.54858E-6	6.564033
1.549345E-6	6.517754
1.5502E-6	6.68407
1.55101E-6	6.706292
1.55182E-6	6.726049
1.55263E-6	6.737893
1.553395E-6	6.029556
1.554205E-6	6.76908
1.555015E-6	6.824322
1.555825E-6	5.938557
1.556635E-6	6.903362
1.5574E-6	6.778883
1.55821E-6	6.87538
1.55902E-6	6.344205
1.559785E-6	7.157081
1.560595E-6	6.567351
1.561405E-6	6.960604
1.562215E-6	6.245091
1.563025E-6	6.039391
1.563835E-6	5.788195
1.564645E-6	5.528031
1.5655E-6	5.526946
1.56631E-6	5.296441
