Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.074535
1.52968E-6	4.724448
1.530445E-6	4.15975
1.53121E-6	4.191865
1.531975E-6	4.189719
1.532695E-6	4.226555
1.53346E-6	4.449094
1.534225E-6	4.728563
1.535035E-6	4.121901
1.5358E-6	4.007929
1.53661E-6	4.063075
1.53742E-6	3.309065
1.538275E-6	4.309474
1.539085E-6	4.082455
1.53985E-6	4.065568
1.54066E-6	4.086757
1.541425E-6	4.096475
1.542235E-6	4.077966
1.543045E-6	4.102638
1.54381E-6	4.227491
1.54462E-6	4.119289
1.545385E-6	3.590535
1.546195E-6	4.232077
1.547005E-6	4.076868
1.54777E-6	4.063551
1.54858E-6	4.054983
1.54939E-6	4.171539
1.5502E-6	4.292057
1.550965E-6	3.758175
1.55182E-6	4.483915
1.55263E-6	4.031412
1.553395E-6	3.504129
1.554205E-6	4.038027
1.555015E-6	4.04789
1.555825E-6	4.180662
1.556635E-6	4.234032
1.5574E-6	3.870288
1.55821E-6	4.063725
1.558975E-6	4.077739
1.559785E-6	4.071679
1.560595E-6	4.03173
1.561405E-6	4.027163
1.562215E-6	3.912763
1.563025E-6	3.881765
1.563835E-6	3.851865
1.564645E-6	3.821133
1.565455E-6	3.757719
1.56631E-6	3.708843
