Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.104114
1.52968E-6	4.113681
1.530445E-6	4.144273
1.53121E-6	4.128767
1.531975E-6	4.144456
1.532695E-6	4.079052
1.53346E-6	4.608062
1.53427E-6	4.019764
1.535035E-6	4.104695
1.5358E-6	3.947617
1.53661E-6	4.132107
1.53742E-6	3.076734
1.538275E-6	4.080479
1.539085E-6	4.490177
1.53985E-6	4.03918
1.54066E-6	4.439003
1.541425E-6	4.120604
1.542235E-6	4.086372
1.543045E-6	4.53691
1.54381E-6	4.113274
1.54462E-6	4.398568
1.54543E-6	4.561892
1.546195E-6	4.093057
1.54696E-6	4.074533
1.547815E-6	4.441301
1.54858E-6	3.590472
1.549345E-6	3.986509
1.550155E-6	3.896034
1.55101E-6	4.051552
1.55182E-6	4.440471
1.55263E-6	4.054067
1.55344E-6	4.590849
1.554205E-6	4.028036
1.555015E-6	4.041256
1.555825E-6	4.040622
1.556635E-6	4.191235
1.5574E-6	4.018035
1.55821E-6	3.74102
1.558975E-6	4.080417
1.559785E-6	4.038794
1.560595E-6	4.358697
1.561405E-6	3.96027
1.562215E-6	3.908795
1.563025E-6	3.809948
1.563835E-6	3.800397
1.564645E-6	3.731022
1.5655E-6	2.973615
1.56631E-6	3.748743
