Wavelength (nm)	Noise Figure (dB)
1.529635E-6	6.367292
1.53121E-6	7.512135
1.532695E-6	7.742181
1.53427E-6	7.191897
1.5358E-6	6.773582
1.53742E-6	6.654301
1.539085E-6	6.795895
1.54066E-6	6.977474
1.542235E-6	7.164784
1.54381E-6	7.323173
1.545385E-6	6.899924
1.54696E-6	7.5062
1.54858E-6	7.604235
1.5502E-6	7.689282
1.55182E-6	7.801318
1.55344E-6	7.91986
1.555015E-6	7.887887
1.55659E-6	7.833964
1.558255E-6	8.220293
1.55983E-6	7.345897
1.561405E-6	7.478958
1.563025E-6	7.051254
1.564645E-6	6.495484
1.56631E-6	6.181729
