Wavelength (nm)	Channel Gain (dB)
1.529635E-6	9.927334
1.53121E-6	9.363194
1.532695E-6	9.266706
1.534225E-6	9.412507
1.5358E-6	9.680088
1.537465E-6	10.382588
1.53904E-6	10.650399
1.54066E-6	10.179112
1.542235E-6	10.152625
1.54381E-6	10.086668
1.545385E-6	9.985851
1.547005E-6	9.669073
1.54858E-6	9.925989
1.550155E-6	10.154124
1.55182E-6	9.997869
1.553395E-6	10.033244
1.555015E-6	9.946845
1.55659E-6	10.083756
1.558165E-6	10.030331
1.559785E-6	10.078953
1.561405E-6	10.132728
1.563025E-6	10.251873
1.564645E-6	10.372617
1.56631E-6	10.940971
