Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.069064
1.53121E-6	4.45816
1.532695E-6	4.614858
1.53427E-6	4.384855
1.5358E-6	4.186644
1.53742E-6	4.339863
1.539085E-6	4.783569
1.54066E-6	4.392286
1.542235E-6	4.425862
1.54381E-6	4.563921
1.545385E-6	4.461891
1.547005E-6	4.461691
1.54858E-6	4.446415
1.5502E-6	4.69648
1.55182E-6	4.496011
1.553395E-6	4.009806
1.555015E-6	4.524439
1.55659E-6	4.490894
1.55821E-6	4.187513
1.559785E-6	4.471474
1.561405E-6	4.427427
1.563025E-6	4.249209
1.564645E-6	4.122398
1.56631E-6	4.023364
