Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.632784
1.52968E-6	6.469175
1.530445E-6	5.934748
1.53121E-6	5.941406
1.53193E-6	5.930936
1.53274E-6	6.04018
1.53346E-6	5.859749
1.53427E-6	3.838134
1.535035E-6	5.618271
1.5358E-6	5.530202
1.53661E-6	5.444674
1.53742E-6	5.423656
1.538275E-6	5.678303
1.539085E-6	5.569322
1.53985E-6	5.581118
1.54066E-6	5.701584
1.541425E-6	5.777253
1.542235E-6	5.825837
1.543045E-6	5.948931
1.54381E-6	5.178742
1.54462E-6	6.002481
1.545385E-6	6.022005
1.546195E-6	6.106334
1.547005E-6	6.122056
1.547815E-6	6.12083
1.54858E-6	6.13452
1.54939E-6	6.195088
1.5502E-6	6.223541
1.55101E-6	6.240754
1.55182E-6	6.285409
1.55263E-6	6.357186
1.55344E-6	6.972374
1.55425E-6	6.440707
1.555015E-6	6.318755
1.555825E-6	6.37519
1.556635E-6	6.402806
1.557445E-6	6.532534
1.55821E-6	6.461104
1.55902E-6	6.453968
1.559785E-6	6.746621
1.560595E-6	6.216832
1.561405E-6	6.087032
1.562215E-6	5.925083
1.563025E-6	5.72311
1.563835E-6	5.540264
1.564645E-6	5.364132
1.5655E-6	5.312791
1.56631E-6	5.142945
