Wavelength (nm)	Noise Figure (dB)
1.52887E-6	13.412885
1.529635E-6	13.000441
1.530445E-6	14.088445
1.53121E-6	14.286992
1.531975E-6	14.316178
1.532695E-6	14.313831
1.53346E-6	13.962599
1.53427E-6	13.658165
1.535035E-6	13.269168
1.5358E-6	12.772579
1.53661E-6	12.468766
1.53742E-6	12.131873
1.538275E-6	12.283081
1.539085E-6	12.027397
1.53985E-6	12.132606
1.54066E-6	12.344112
1.541425E-6	12.506334
1.542235E-6	12.746818
1.543045E-6	12.897642
1.54381E-6	13.025068
1.54462E-6	13.149093
1.545385E-6	13.234625
1.546195E-6	13.28716
1.547005E-6	13.366359
1.547725E-6	13.5655
1.548535E-6	13.354255
1.549345E-6	13.297385
1.5502E-6	13.459837
1.55101E-6	13.493247
1.55182E-6	13.560855
1.55263E-6	13.622676
1.553395E-6	13.664263
1.554205E-6	13.003041
1.555015E-6	13.769259
1.555825E-6	13.816248
1.556635E-6	13.837838
1.5574E-6	13.632004
1.55821E-6	13.799148
1.55902E-6	13.403661
1.559785E-6	13.526179
1.560595E-6	13.328003
1.561405E-6	13.031231
1.562215E-6	12.700451
1.563025E-6	12.277034
1.563835E-6	11.850381
1.564645E-6	11.44136
1.565455E-6	10.956804
1.56631E-6	10.562424
