Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.534821
1.53121E-6	4.478284
1.532695E-6	4.645163
1.53427E-6	3.476175
1.5358E-6	4.246974
1.53742E-6	4.351666
1.539085E-6	4.814784
1.54066E-6	4.423829
1.542235E-6	4.457055
1.54381E-6	4.497092
1.545385E-6	4.509452
1.547005E-6	4.521994
1.54858E-6	4.540893
1.5502E-6	4.097331
1.55182E-6	4.920037
1.55344E-6	5.043491
1.555015E-6	4.533495
1.556635E-6	4.682794
1.55821E-6	4.231933
1.559785E-6	4.508531
1.561405E-6	4.428669
1.563025E-6	4.319913
1.564645E-6	4.185247
1.56631E-6	4.089577
