Wavelength (nm)	Noise Figure (dB)
1.52887E-6	6.804853
1.529635E-6	6.907416
1.530445E-6	7.172987
1.53121E-6	7.250356
1.531975E-6	7.377924
1.532695E-6	7.263208
1.53346E-6	7.881987
1.53427E-6	7.057337
1.535035E-6	6.973633
1.5358E-6	6.711405
1.53661E-6	6.690543
1.53742E-6	6.713424
1.538275E-6	6.789262
1.539085E-6	6.650073
1.53985E-6	6.650765
1.54066E-6	6.797495
1.54147E-6	7.647889
1.542235E-6	7.021087
1.543045E-6	7.150298
1.54381E-6	7.259974
1.54462E-6	7.615964
1.545385E-6	6.814626
1.546195E-6	7.434748
1.547005E-6	7.46901
1.54777E-6	7.086165
1.54858E-6	7.50589
1.549345E-6	7.505608
1.5502E-6	7.624902
1.55101E-6	7.657402
1.55182E-6	7.705702
1.55263E-6	7.752807
1.553395E-6	7.718415
1.554205E-6	7.759849
1.555015E-6	7.815327
1.555825E-6	7.905145
1.55659E-6	7.834116
1.557445E-6	8.103393
1.55821E-6	7.942343
1.55902E-6	7.922021
1.559785E-6	8.179056
1.560595E-6	8.078764
1.561405E-6	7.508104
1.562215E-6	7.253374
1.563025E-6	7.03997
1.563835E-6	6.760526
1.564645E-6	6.507105
1.565455E-6	6.34491
1.56631E-6	6.151408
