Wavelength (nm)	Channel Gain (dB)
1.52887E-6	12.459318
1.529635E-6	12.760715
1.530445E-6	11.921232
1.531165E-6	11.989544
1.53193E-6	11.728714
1.532695E-6	11.593013
1.53346E-6	11.610306
1.534225E-6	11.22275
1.535035E-6	11.710134
1.5358E-6	11.811753
1.53661E-6	11.987284
1.537465E-6	12.105771
1.53823E-6	12.249929
1.539085E-6	11.866044
1.53985E-6	12.270637
1.54066E-6	12.233639
1.541425E-6	12.199239
1.542235E-6	12.184433
1.543045E-6	12.153979
1.54381E-6	12.124996
1.54462E-6	12.08445
1.545385E-6	12.037365
1.546195E-6	11.999722
1.547005E-6	11.975821
1.54777E-6	11.959536
1.54858E-6	11.944208
1.54939E-6	11.966133
1.5502E-6	11.785509
1.55101E-6	11.982345
1.55182E-6	11.99934
1.55263E-6	12.022992
1.553395E-6	12.012806
1.554205E-6	12.017908
1.555015E-6	12.045274
1.555825E-6	12.04479
1.556635E-6	12.043181
1.557445E-6	12.048432
1.55821E-6	12.035838
1.55902E-6	12.293118
1.559785E-6	12.050685
1.560595E-6	12.072241
1.561405E-6	12.08913
1.562215E-6	12.152583
1.563025E-6	12.207168
1.563835E-6	12.27304
1.564645E-6	12.304845
1.565455E-6	12.340668
1.56631E-6	12.353575
