Wavelength (nm)	Noise Figure (dB)
1.52887E-6	7.802859
1.529635E-6	7.950326
1.530445E-6	8.259846
1.53121E-6	8.355545
1.531975E-6	8.41535
1.532695E-6	8.558552
1.53346E-6	8.253483
1.53427E-6	8.085441
1.535035E-6	7.95328
1.5358E-6	7.674278
1.53661E-6	7.57877
1.53742E-6	7.380301
1.538275E-6	7.663108
1.539085E-6	7.451396
1.53985E-6	7.496063
1.54066E-6	7.660435
1.541425E-6	7.781362
1.542235E-6	7.928816
1.543045E-6	8.056175
1.54381E-6	8.167178
1.54462E-6	8.230329
1.54543E-6	8.89179
1.546195E-6	8.372055
1.547005E-6	8.400514
1.547815E-6	8.488604
1.54858E-6	8.338746
1.54939E-6	8.527601
1.550155E-6	8.382825
1.55101E-6	8.576428
1.55182E-6	9.01354
1.55263E-6	8.731934
1.553395E-6	8.755058
1.554205E-6	8.767064
1.555015E-6	8.846731
1.555825E-6	8.919613
1.556635E-6	8.936034
1.5574E-6	8.763067
1.55821E-6	8.933505
1.55902E-6	8.496547
1.559785E-6	9.099336
1.56064E-6	8.247973
1.561405E-6	8.387413
1.562215E-6	8.125662
1.563025E-6	7.89831
1.563835E-6	7.651224
1.564645E-6	7.372693
1.565455E-6	8.06777
1.56631E-6	6.860378
