Wavelength (nm)	Channel Gain (dB)
1.52887E-6	11.630521
1.529635E-6	11.967115
1.530445E-6	11.209619
1.53121E-6	11.047229
1.531975E-6	11.040051
1.532695E-6	11.073314
1.53346E-6	11.174789
1.53427E-6	11.30201
1.535035E-6	11.466822
1.5358E-6	11.662794
1.53661E-6	11.897863
1.53742E-6	12.106706
1.538275E-6	12.05553
1.539085E-6	12.334971
1.53985E-6	12.344645
1.54066E-6	12.329062
1.541425E-6	12.312105
1.542235E-6	12.289472
1.543045E-6	12.269814
1.54381E-6	12.257082
1.54462E-6	12.231581
1.545385E-6	12.230404
1.546195E-6	12.207826
1.547005E-6	12.224535
1.54777E-6	12.539219
1.54858E-6	12.225723
1.549345E-6	12.267648
1.5502E-6	12.282661
1.55101E-6	12.297267
1.55182E-6	12.350744
1.55263E-6	12.379921
1.553395E-6	12.830624
1.554205E-6	12.890183
1.555015E-6	12.44033
1.555825E-6	12.461534
1.556635E-6	12.472281
1.5574E-6	12.641385
1.55821E-6	12.487768
1.55902E-6	12.800239
1.559785E-6	12.539911
1.56064E-6	12.877279
1.561405E-6	12.647755
1.562215E-6	12.752918
1.563025E-6	12.830421
1.563835E-6	12.946728
1.564645E-6	13.024318
1.5655E-6	13.589651
1.56631E-6	13.140507
