Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.451754
1.529635E-6	4.47662
1.530445E-6	4.534677
1.53121E-6	4.557767
1.531975E-6	4.545022
1.532695E-6	4.51984
1.53346E-6	4.459628
1.53427E-6	4.502474
1.535035E-6	4.493607
1.5358E-6	4.300548
1.53661E-6	4.437326
1.53742E-6	4.424735
1.53823E-6	4.225114
1.539085E-6	4.471646
1.53985E-6	4.514913
1.54066E-6	4.529528
1.54147E-6	5.141116
1.542235E-6	4.54904
1.543045E-6	4.626193
1.54381E-6	4.603585
1.544575E-6	4.613602
1.54543E-6	5.106662
1.546195E-6	4.672627
1.547005E-6	4.667449
1.547815E-6	5.059487
1.54858E-6	4.694845
1.54939E-6	4.705384
1.550155E-6	4.540035
1.55101E-6	4.748142
1.55182E-6	4.733726
1.55263E-6	4.742174
1.55344E-6	5.236607
1.554205E-6	4.69885
1.555015E-6	4.785089
1.555825E-6	4.785301
1.556635E-6	4.760382
1.5574E-6	3.997508
1.55821E-6	4.783982
1.558975E-6	4.789301
1.559785E-6	4.709428
1.56064E-6	4.411654
1.561405E-6	4.6547
1.562215E-6	4.575047
1.563025E-6	4.459318
1.563835E-6	4.385257
1.564645E-6	4.291034
1.5655E-6	3.471143
1.56631E-6	4.212475
