Wavelength (nm)	Channel Gain (dB)
1.52887E-6	14.31219
1.529635E-6	14.648632
1.530445E-6	13.91135
1.53121E-6	13.739784
1.53193E-6	13.77807
1.532695E-6	13.624646
1.53346E-6	13.734974
1.53427E-6	13.799699
1.535035E-6	13.890369
1.5358E-6	14.004277
1.53661E-6	14.184183
1.53742E-6	14.330817
1.538275E-6	14.443194
1.53904E-6	14.882236
1.53985E-6	14.474528
1.54066E-6	14.447547
1.541425E-6	14.432159
1.542235E-6	14.399278
1.543045E-6	14.389292
1.54381E-6	14.348691
1.54462E-6	14.334494
1.545385E-6	14.304426
1.546195E-6	14.260368
1.547005E-6	14.23583
1.54777E-6	14.234641
1.54858E-6	14.229355
1.549345E-6	14.254476
1.5502E-6	14.268525
1.55101E-6	14.2767
1.55182E-6	14.299266
1.55263E-6	14.305852
1.55344E-6	14.323661
1.554205E-6	14.326333
1.55497E-6	14.441445
1.555825E-6	14.343048
1.556635E-6	14.219345
1.5574E-6	14.54072
1.55821E-6	14.378761
1.55902E-6	14.388469
1.559785E-6	14.124495
1.560595E-6	14.151345
1.561405E-6	14.467569
1.562215E-6	14.508732
1.563025E-6	14.579539
1.563835E-6	14.66462
1.564645E-6	14.730166
1.565455E-6	14.769947
1.56631E-6	14.801101
