Wavelength (nm)	Noise Figure (dB)
1.529635E-6	7.799815
1.53121E-6	8.954938
1.53274E-6	8.655852
1.53427E-6	8.551292
1.5358E-6	8.074548
1.53742E-6	7.707817
1.53904E-6	7.25531
1.54066E-6	7.974164
1.542235E-6	8.225474
1.54381E-6	8.438728
1.545385E-6	8.109891
1.547005E-6	8.707348
1.54858E-6	8.216198
1.5502E-6	8.9497
1.551775E-6	8.866053
1.55344E-6	9.573182
1.555015E-6	8.348939
1.55659E-6	9.011751
1.55821E-6	9.103014
1.559785E-6	9.294481
1.561405E-6	8.590203
1.563025E-6	8.080091
1.564645E-6	7.469321
1.56631E-6	7.024826
