Wavelength (nm)	Noise Figure (dB)
1.52968E-6	6.622837
1.53121E-6	6.790413
1.532695E-6	6.993923
1.53427E-6	6.576443
1.5358E-6	6.262689
1.53742E-6	6.113637
1.539085E-6	6.151147
1.54066E-6	6.294505
1.542235E-6	6.482664
1.54381E-6	6.64934
1.545385E-6	6.73433
1.547005E-6	6.802592
1.54858E-6	6.845003
1.5502E-6	6.923608
1.55182E-6	7.00276
1.55344E-6	7.091522
1.555015E-6	7.077674
1.55659E-6	7.064264
1.55821E-6	7.158894
1.559785E-6	7.032501
1.561405E-6	6.779754
1.563025E-6	6.416709
1.564645E-6	5.921955
1.56631E-6	5.663456
