Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.063368
1.52968E-6	4.11456
1.530445E-6	4.107726
1.53121E-6	4.132176
1.531975E-6	4.122393
1.532695E-6	4.216037
1.533505E-6	3.534479
1.53427E-6	3.144269
1.535035E-6	3.996451
1.5358E-6	3.899026
1.53661E-6	3.931525
1.53742E-6	3.997948
1.538275E-6	4.012039
1.539085E-6	4.007042
1.53985E-6	4.019962
1.54066E-6	4.008764
1.541425E-6	4.038495
1.542235E-6	4.031642
1.543045E-6	4.046661
1.54381E-6	4.054834
1.54462E-6	4.068818
1.54543E-6	4.032401
1.546195E-6	4.009002
1.54696E-6	3.762251
1.54777E-6	3.635886
1.54858E-6	3.481256
1.549345E-6	3.994547
1.5502E-6	4.139449
1.55101E-6	4.281659
1.55182E-6	4.025343
1.55263E-6	3.997628
1.55344E-6	4.06079
1.554205E-6	3.998514
1.55506E-6	4.629727
1.555825E-6	4.08292
1.556635E-6	4.002638
1.557445E-6	3.966862
1.55821E-6	3.990258
1.558975E-6	3.965172
1.559785E-6	4.246313
1.560595E-6	3.919716
1.561405E-6	3.868113
1.562215E-6	3.811542
1.563025E-6	3.785257
1.563835E-6	3.730964
1.564645E-6	3.672327
1.5655E-6	3.712812
1.56631E-6	3.662432
