Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.444776
1.52968E-6	5.172917
1.530445E-6	4.528676
1.53121E-6	4.811107
1.531975E-6	4.604886
1.532695E-6	4.757716
1.53346E-6	5.162783
1.53427E-6	4.496715
1.535035E-6	4.387739
1.5358E-6	4.242744
1.53661E-6	4.378596
1.53742E-6	4.385681
1.53823E-6	4.4213
1.539085E-6	4.461143
1.53985E-6	4.458009
1.54066E-6	4.503985
1.541425E-6	4.513708
1.542235E-6	4.521917
1.543045E-6	4.574203
1.54381E-6	4.592365
1.54462E-6	4.61653
1.545385E-6	4.645296
1.546195E-6	4.696038
1.547005E-6	4.662846
1.547815E-6	4.697318
1.54858E-6	4.63917
1.54939E-6	4.724234
1.5502E-6	4.718714
1.55101E-6	4.710279
1.55182E-6	4.750059
1.55263E-6	5.232506
1.55344E-6	5.337137
1.554205E-6	4.709988
1.555015E-6	4.775059
1.555825E-6	4.859398
1.55659E-6	4.810882
1.557445E-6	4.964256
1.55821E-6	4.475369
1.558975E-6	5.187517
1.559785E-6	4.77493
1.560595E-6	4.730633
1.561405E-6	4.642432
1.562215E-6	4.588912
1.563025E-6	4.502905
1.563835E-6	4.399576
1.564645E-6	4.30052
1.5655E-6	3.26873
1.56631E-6	4.291966
