Wavelength (nm)	Channel Gain (dB)
1.52887E-6	12.151159
1.529635E-6	12.459094
1.530445E-6	11.656714
1.53121E-6	11.493791
1.531975E-6	11.322716
1.532695E-6	11.426087
1.53346E-6	11.220674
1.53427E-6	11.546274
1.535035E-6	11.642674
1.5358E-6	11.806779
1.53661E-6	11.992213
1.53742E-6	12.1649
1.538275E-6	12.28954
1.53904E-6	12.748085
1.53985E-6	12.350543
1.54066E-6	12.310793
1.541425E-6	12.295442
1.542235E-6	12.26656
1.543045E-6	12.243556
1.54381E-6	12.230814
1.54462E-6	12.183975
1.545385E-6	12.576448
1.546195E-6	12.134132
1.54696E-6	12.357737
1.54777E-6	12.103577
1.548535E-6	12.128619
1.54939E-6	12.034998
1.5502E-6	12.149981
1.55101E-6	12.176677
1.55182E-6	12.184858
1.55263E-6	12.210956
1.55344E-6	11.794708
1.554205E-6	12.232916
1.555015E-6	12.245462
1.555825E-6	12.124535
1.556635E-6	12.264998
1.557445E-6	12.099235
1.55821E-6	12.281843
1.558975E-6	12.018118
1.559785E-6	12.31579
1.560595E-6	12.335907
1.561405E-6	12.373865
1.562215E-6	12.44185
1.563025E-6	12.53454
1.563835E-6	12.62224
1.564645E-6	12.676795
1.565455E-6	12.717411
1.56631E-6	12.756963
