Wavelength (nm)	Noise Figure (dB)
1.529635E-6	10.975153
1.53121E-6	11.446967
1.532695E-6	11.400246
1.53427E-6	9.59469
1.5358E-6	10.262441
1.53742E-6	9.745197
1.539085E-6	9.726057
1.54066E-6	10.013263
1.542235E-6	10.341822
1.54381E-6	10.568417
1.545385E-6	10.211161
1.547005E-6	10.90421
1.54858E-6	10.930167
1.5502E-6	11.016074
1.55182E-6	11.111177
1.553395E-6	11.19314
1.555015E-6	11.292877
1.556635E-6	11.396759
1.55821E-6	11.323158
1.559785E-6	11.088794
1.561405E-6	10.651657
1.563025E-6	10.064254
1.564645E-6	9.346183
1.56631E-6	8.604642
