Wavelength (nm)	Channel Gain (dB)
1.52887E-6	11.368417
1.529635E-6	11.6322
1.530445E-6	10.791607
1.53121E-6	10.563198
1.531975E-6	10.470645
1.532695E-6	10.421689
1.53346E-6	10.501604
1.53427E-6	10.548807
1.535035E-6	10.643088
1.5358E-6	10.790702
1.53661E-6	10.923824
1.53742E-6	11.100904
1.538275E-6	10.967053
1.539085E-6	11.259475
1.53985E-6	11.249022
1.54066E-6	11.216863
1.541425E-6	11.202039
1.542235E-6	11.151803
1.543045E-6	11.148937
1.54381E-6	11.108045
1.54462E-6	11.07711
1.545385E-6	11.029205
1.546195E-6	11.005312
1.547005E-6	10.946259
1.547725E-6	10.866059
1.548535E-6	10.974145
1.549345E-6	11.092511
1.5502E-6	10.969031
1.55101E-6	10.991289
1.55182E-6	11.001544
1.55263E-6	11.008214
1.553395E-6	11.021648
1.554205E-6	11.515993
1.555015E-6	11.040581
1.555825E-6	11.053199
1.556635E-6	11.070632
1.5574E-6	11.256074
1.55821E-6	11.056558
1.55902E-6	11.309237
1.559785E-6	11.070017
1.560595E-6	11.070784
1.561405E-6	11.110616
1.562215E-6	11.157646
1.563025E-6	11.242787
1.563835E-6	11.304066
1.564645E-6	11.327754
1.565455E-6	11.368417
1.56631E-6	11.382098
