Wavelength (nm)	Channel Gain (dB)
1.52887E-6	20.291093
1.529635E-6	20.238951
1.530445E-6	20.104104
1.53121E-6	19.978484
1.53193E-6	20.025707
1.532695E-6	19.935388
1.533505E-6	20.232706
1.53427E-6	20.413467
1.535035E-6	19.944807
1.535845E-6	20.451414
1.53661E-6	20.10635
1.53742E-6	20.227892
1.53823E-6	20.291053
1.53904E-6	20.321718
1.53985E-6	20.294562
1.54066E-6	20.261428
1.54147E-6	19.756644
1.542235E-6	20.193433
1.543045E-6	20.186101
1.54381E-6	20.165054
1.54462E-6	20.139367
1.545385E-6	20.058806
1.546195E-6	20.037716
1.547005E-6	20.000155
1.547815E-6	19.978811
1.54858E-6	19.979667
1.54939E-6	19.865445
1.5502E-6	19.805392
1.55101E-6	19.727336
1.55182E-6	19.990303
1.552585E-6	19.964979
1.55344E-6	20.000675
1.55425E-6	19.989751
1.555015E-6	19.888245
1.555825E-6	19.978559
1.556635E-6	19.980581
1.557445E-6	19.977302
1.55821E-6	19.956953
1.558975E-6	19.93027
1.559785E-6	19.910606
1.560595E-6	19.933513
1.561405E-6	19.935807
1.562215E-6	19.967509
1.563025E-6	20.028637
1.563835E-6	20.092336
1.564645E-6	20.156264
1.5655E-6	20.693613
1.56631E-6	20.148016
