Wavelength (nm)	Channel Gain (dB)
1.52887E-6	23.893891
1.52968E-6	23.975085
1.530445E-6	23.927303
1.53121E-6	23.910485
1.531975E-6	23.919536
1.532695E-6	23.949049
1.53346E-6	23.709687
1.53427E-6	24.007273
1.535035E-6	23.989124
1.5358E-6	24.039716
1.53661E-6	24.06138
1.53742E-6	24.601213
1.538275E-6	24.2538
1.539085E-6	23.862078
1.53985E-6	24.229187
1.54066E-6	23.873117
1.541425E-6	24.165944
1.542235E-6	24.175107
1.543045E-6	23.756392
1.54381E-6	24.126237
1.54462E-6	23.836785
1.54543E-6	23.680534
1.546195E-6	24.052786
1.54696E-6	24.015444
1.547815E-6	23.689045
1.54858E-6	24.445154
1.549345E-6	24.108737
1.550155E-6	24.180021
1.55101E-6	24.045715
1.55182E-6	23.713363
1.55263E-6	24.057114
1.55344E-6	23.601036
1.554205E-6	23.959721
1.555015E-6	24.038256
1.555825E-6	24.023151
1.556635E-6	23.85171
1.5574E-6	24.006545
1.55821E-6	24.263208
1.558975E-6	23.975495
1.559785E-6	23.970222
1.560595E-6	23.712693
1.561405E-6	24.005601
1.562215E-6	24.06113
1.563025E-6	24.161505
1.563835E-6	24.215397
1.564645E-6	24.256528
1.5655E-6	24.795073
1.56631E-6	24.28905
