Wavelength (nm)	Noise Figure (dB)
1.52887E-6	10.373323
1.529635E-6	10.61393
1.530445E-6	10.930787
1.53121E-6	11.148535
1.531975E-6	11.173006
1.532695E-6	11.113055
1.53346E-6	10.960071
1.534225E-6	10.652495
1.535035E-6	10.398145
1.5358E-6	10.053663
1.53661E-6	9.804159
1.53742E-6	9.604308
1.538275E-6	9.491077
1.539085E-6	9.540711
1.53985E-6	9.621899
1.54066E-6	9.786106
1.541425E-6	9.957815
1.542235E-6	10.129248
1.543045E-6	10.34251
1.54381E-6	10.419977
1.54462E-6	10.528522
1.545385E-6	10.59817
1.546195E-6	10.691317
1.547005E-6	10.730006
1.54777E-6	10.343174
1.548535E-6	10.827736
1.54939E-6	10.825494
1.5502E-6	11.07012
1.55101E-6	10.897929
1.55182E-6	10.974698
1.55263E-6	11.039561
1.553395E-6	11.055853
1.554205E-6	11.121805
1.555015E-6	11.170833
1.55578E-6	11.057355
1.55659E-6	11.228419
1.5574E-6	11.253232
1.55821E-6	11.24575
1.558975E-6	11.482404
1.55983E-6	11.025112
1.560595E-6	11.158902
1.561405E-6	10.595395
1.562215E-6	10.32391
1.563025E-6	9.993341
1.563835E-6	9.650586
1.564645E-6	9.274394
1.565455E-6	8.837845
1.56631E-6	8.515915
