Wavelength (nm)	Channel Gain (dB)
1.52887E-6	15.342616
1.529635E-6	15.200475
1.530445E-6	14.988265
1.53121E-6	14.849059
1.531975E-6	14.77774
1.532695E-6	14.800467
1.53346E-6	14.529488
1.53427E-6	15.327192
1.535035E-6	14.960993
1.5358E-6	15.076768
1.53661E-6	15.220444
1.53742E-6	15.379864
1.538275E-6	15.478159
1.539085E-6	15.522452
1.53985E-6	15.499776
1.54066E-6	15.481085
1.541425E-6	15.908649
1.542235E-6	15.431759
1.543045E-6	15.420323
1.54381E-6	15.388091
1.54462E-6	15.355274
1.545385E-6	15.716456
1.546195E-6	15.284497
1.547005E-6	15.26826
1.54777E-6	15.572711
1.54858E-6	15.257957
1.54939E-6	15.201897
1.5502E-6	15.285333
1.55101E-6	15.290911
1.55182E-6	15.304078
1.55263E-6	15.331541
1.55344E-6	15.319407
1.554205E-6	15.359059
1.555015E-6	15.354697
1.555825E-6	15.251461
1.55659E-6	15.367639
1.5574E-6	15.363708
1.55821E-6	15.372536
1.55902E-6	15.371146
1.559785E-6	15.376723
1.560595E-6	15.418099
1.561405E-6	15.428622
1.562215E-6	15.51509
1.563025E-6	15.599342
1.563835E-6	15.660746
1.564645E-6	15.728575
1.5655E-6	15.767919
1.56631E-6	15.774408
