Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.115494
1.52968E-6	4.102578
1.530445E-6	4.145201
1.53121E-6	4.152009
1.531975E-6	4.183497
1.532695E-6	4.299375
1.53346E-6	3.99867
1.53427E-6	4.123332
1.535035E-6	3.991569
1.5358E-6	3.890028
1.53661E-6	4.04047
1.53742E-6	4.007593
1.538275E-6	4.051306
1.539085E-6	4.01332
1.53985E-6	4.023348
1.54066E-6	4.020824
1.541425E-6	4.051168
1.542235E-6	4.07287
1.543045E-6	4.142479
1.54381E-6	4.1431
1.54462E-6	4.461427
1.54543E-6	4.160263
1.546195E-6	4.103763
1.547005E-6	4.086147
1.547815E-6	4.125813
1.54858E-6	4.096765
1.54939E-6	4.138708
1.550155E-6	3.901873
1.55101E-6	4.090182
1.55182E-6	4.129539
1.55263E-6	4.086219
1.55344E-6	4.66276
1.554205E-6	4.045477
1.555015E-6	4.02876
1.555825E-6	4.057227
1.556635E-6	4.079028
1.5574E-6	3.917011
1.55821E-6	3.882671
1.558975E-6	4.469084
1.559785E-6	4.135673
1.560595E-6	4.392471
1.561405E-6	4.026184
1.562215E-6	4.005689
1.563025E-6	3.907472
1.563835E-6	3.836655
1.564645E-6	3.725859
1.5655E-6	2.888269
1.56631E-6	3.725025
