Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.094505
1.52968E-6	4.158752
1.530445E-6	4.245542
1.53121E-6	4.156942
1.531975E-6	4.153839
1.532695E-6	4.115163
1.53346E-6	4.064085
1.534225E-6	3.924208
1.535035E-6	4.160975
1.5358E-6	3.929285
1.53661E-6	4.080704
1.53742E-6	3.085816
1.538275E-6	4.340208
1.539085E-6	4.147674
1.53985E-6	4.150282
1.54066E-6	4.199497
1.541425E-6	4.18965
1.542235E-6	4.162418
1.543045E-6	4.19553
1.54381E-6	4.171309
1.54462E-6	4.167831
1.54543E-6	4.671003
1.546195E-6	4.229811
1.547005E-6	4.263411
1.54777E-6	4.223235
1.54858E-6	4.192277
1.549345E-6	4.171426
1.550155E-6	4.247742
1.55101E-6	4.224173
1.55182E-6	4.218648
1.55263E-6	4.241105
1.55344E-6	4.228767
1.55425E-6	4.753017
1.555015E-6	4.195718
1.555825E-6	4.214945
1.556635E-6	4.209651
1.5574E-6	4.065447
1.558165E-6	4.590986
1.558975E-6	4.572717
1.559785E-6	4.215263
1.560595E-6	4.223515
1.561405E-6	4.181332
1.562215E-6	4.070564
1.563025E-6	3.987074
1.563835E-6	3.993486
1.564645E-6	3.91032
1.5655E-6	3.945193
1.56631E-6	3.886153
