Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.076133
1.531165E-6	4.286
1.532695E-6	4.420194
1.534225E-6	4.865492
1.5358E-6	4.226093
1.53742E-6	3.701953
1.539085E-6	4.261992
1.54066E-6	4.264164
1.542235E-6	4.271756
1.54381E-6	4.233508
1.545385E-6	4.215806
1.547005E-6	4.162755
1.54858E-6	4.151162
1.5502E-6	4.295601
1.551775E-6	3.835332
1.55344E-6	4.542754
1.555015E-6	4.063693
1.55659E-6	3.910721
1.55821E-6	4.041206
1.559785E-6	4.004359
1.561405E-6	3.967686
1.563025E-6	3.891393
1.564645E-6	3.835719
1.56631E-6	3.780878
