Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.323572
1.53121E-6	4.322791
1.532695E-6	4.412499
1.534225E-6	4.1783
1.535845E-6	3.536156
1.537465E-6	4.160766
1.539085E-6	4.60685
1.54066E-6	4.219334
1.542235E-6	4.181482
1.54381E-6	4.195889
1.545385E-6	4.208141
1.547005E-6	4.168685
1.548625E-6	4.619747
1.5502E-6	4.176924
1.551775E-6	4.155434
1.55344E-6	4.61091
1.55506E-6	4.677785
1.556635E-6	4.241939
1.558165E-6	4.39777
1.559785E-6	4.010023
1.561405E-6	3.964123
1.563025E-6	3.867893
1.564645E-6	3.849284
1.56631E-6	3.738907
