Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.207038
1.529635E-6	4.210436
1.530445E-6	4.232293
1.53121E-6	4.230774
1.531975E-6	4.348075
1.532695E-6	4.21877
1.53346E-6	4.161653
1.53427E-6	3.545832
1.535035E-6	4.114788
1.5358E-6	4.076734
1.53661E-6	4.139725
1.53742E-6	3.557371
1.538185E-6	4.16734
1.539085E-6	4.126458
1.53985E-6	4.116398
1.54066E-6	4.114368
1.541425E-6	4.101341
1.542235E-6	4.126707
1.543045E-6	4.138573
1.54381E-6	4.108438
1.54462E-6	4.092139
1.545385E-6	4.126299
1.546195E-6	4.098724
1.547005E-6	4.064344
1.54777E-6	3.686102
1.54858E-6	4.078329
1.54939E-6	4.087885
1.5502E-6	4.240204
1.55101E-6	4.084872
1.55182E-6	4.391609
1.55263E-6	4.078945
1.55344E-6	4.068055
1.554205E-6	4.010415
1.555015E-6	4.093918
1.555825E-6	4.046119
1.55659E-6	3.852708
1.557445E-6	4.197691
1.558165E-6	4.022927
1.558975E-6	4.297643
1.559785E-6	3.99376
1.56064E-6	3.668729
1.561405E-6	3.909702
1.562215E-6	3.879631
1.563025E-6	3.876108
1.563835E-6	3.863086
1.564645E-6	3.821528
1.565455E-6	3.755684
1.56631E-6	3.769691
