Wavelength (nm)	Noise Figure (dB)
1.529635E-6	11.19696
1.53121E-6	11.641789
1.532695E-6	11.742287
1.53427E-6	11.116422
1.5358E-6	10.463163
1.53742E-6	8.669184
1.539085E-6	10.334965
1.54066E-6	10.104587
1.542235E-6	10.435838
1.54381E-6	10.703114
1.545385E-6	10.850875
1.547005E-6	10.974931
1.54858E-6	11.010613
1.550155E-6	10.876618
1.55182E-6	11.163888
1.553395E-6	10.685442
1.555015E-6	11.345754
1.55659E-6	11.270563
1.55821E-6	11.383992
1.55983E-6	10.827974
1.561405E-6	10.716835
1.563025E-6	10.081297
1.564645E-6	9.371751
1.56631E-6	8.637745
