Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.583798
1.52968E-6	5.724545
1.530445E-6	5.836117
1.53121E-6	5.853679
1.531975E-6	5.869112
1.532695E-6	5.771607
1.53346E-6	5.696967
1.53427E-6	5.578093
1.535035E-6	5.491311
1.5358E-6	5.276149
1.53661E-6	5.2296
1.53742E-6	5.239535
1.538275E-6	5.533798
1.539085E-6	5.374367
1.53985E-6	5.33851
1.54066E-6	5.45267
1.541425E-6	4.809998
1.542235E-6	5.561857
1.543045E-6	5.732269
1.54381E-6	5.727166
1.54462E-6	5.739506
1.545385E-6	5.220109
1.546195E-6	5.760672
1.547005E-6	5.802572
1.54777E-6	5.373492
1.54858E-6	5.288694
1.54939E-6	5.887083
1.5502E-6	6.016176
1.55101E-6	5.92807
1.55182E-6	6.271432
1.55263E-6	5.991982
1.553395E-6	5.345919
1.554205E-6	5.995434
1.555015E-6	5.128585
1.555825E-6	6.014585
1.55659E-6	5.907311
1.557445E-6	6.050145
1.55821E-6	5.903035
1.55902E-6	6.053133
1.55983E-6	5.4899
1.560595E-6	5.802233
1.561405E-6	5.705813
1.562215E-6	5.492153
1.563025E-6	5.37979
1.563835E-6	5.209715
1.56469E-6	5.176508
1.5655E-6	4.967775
1.56631E-6	4.824132
