Wavelength (nm)	Noise Figure (dB)
1.52887E-6	7.406005
1.529635E-6	7.514586
1.530445E-6	7.827347
1.53121E-6	7.900818
1.531975E-6	7.941725
1.532695E-6	7.884678
1.53346E-6	8.526404
1.53427E-6	5.559293
1.535035E-6	7.506077
1.5358E-6	7.166013
1.53661E-6	7.144694
1.53742E-6	6.901969
1.538275E-6	6.91618
1.539085E-6	7.004907
1.53985E-6	7.031548
1.54066E-6	7.171532
1.541425E-6	6.559659
1.542235E-6	7.380039
1.543045E-6	7.546273
1.54381E-6	7.619916
1.54462E-6	7.668932
1.545385E-6	7.169978
1.546195E-6	7.81211
1.547005E-6	7.819333
1.54777E-6	7.420173
1.54858E-6	7.854382
1.54939E-6	7.852433
1.5502E-6	8.003753
1.55101E-6	8.030462
1.55182E-6	8.0555
1.55263E-6	8.061722
1.55344E-6	8.207242
1.554205E-6	8.1264
1.555015E-6	8.176027
1.555825E-6	8.235677
1.55659E-6	8.211024
1.5574E-6	8.233481
1.55821E-6	8.279537
1.55902E-6	8.231023
1.559785E-6	8.064008
1.560595E-6	7.889859
1.561405E-6	7.76627
1.562215E-6	7.490036
1.563025E-6	7.202095
1.563835E-6	7.051837
1.564645E-6	6.716141
1.5655E-6	6.50675
1.56631E-6	6.266281
