Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.191412
1.52968E-6	4.799381
1.530445E-6	4.245618
1.53121E-6	4.226042
1.531975E-6	4.253937
1.532695E-6	4.165541
1.53346E-6	4.12602
1.53427E-6	4.095109
1.535035E-6	4.086786
1.5358E-6	3.982152
1.53661E-6	4.066833
1.53742E-6	4.058528
1.538275E-6	3.908296
1.539085E-6	4.40131
1.53985E-6	4.032087
1.54066E-6	4.075633
1.541425E-6	4.086984
1.542235E-6	4.108523
1.543045E-6	4.07714
1.54381E-6	4.057341
1.544575E-6	4.05476
1.54543E-6	4.402326
1.546195E-6	4.059445
1.547005E-6	4.05128
1.54777E-6	3.696541
1.54858E-6	4.000885
1.549345E-6	3.963163
1.5502E-6	4.18221
1.550965E-6	3.775447
1.55182E-6	3.995907
1.55263E-6	4.021918
1.55344E-6	4.509112
1.55425E-6	4.524801
1.555015E-6	4.072351
1.555825E-6	3.992115
1.556635E-6	3.958192
1.5574E-6	3.941503
1.55821E-6	4.014559
1.558975E-6	3.968309
1.559785E-6	3.92017
1.560595E-6	3.887118
1.561405E-6	3.891784
1.562215E-6	3.844438
1.563025E-6	3.811911
1.563835E-6	3.810169
1.564645E-6	3.787126
1.5655E-6	3.105075
1.56631E-6	3.73866
