Wavelength (nm)	Channel Gain (dB)
1.52887E-6	19.364884
1.52968E-6	19.36482
1.530445E-6	19.260731
1.53121E-6	19.188031
1.531975E-6	19.188855
1.53274E-6	19.280827
1.53346E-6	19.260185
1.53427E-6	19.748719
1.535035E-6	19.426129
1.5358E-6	19.536707
1.53661E-6	19.674204
1.53742E-6	19.81876
1.538275E-6	19.915661
1.539085E-6	19.95503
1.53985E-6	19.942932
1.54066E-6	19.909085
1.541425E-6	20.376166
1.542235E-6	19.88437
1.543045E-6	19.8974
1.54381E-6	19.884888
1.54462E-6	19.86347
1.54543E-6	19.848755
1.546195E-6	19.826492
1.547005E-6	19.586135
1.54777E-6	20.131825
1.54858E-6	19.793243
1.54939E-6	19.808967
1.550155E-6	19.800805
1.55101E-6	19.778398
1.55182E-6	19.869265
1.55263E-6	19.884077
1.55344E-6	19.450352
1.554205E-6	19.894504
1.555015E-6	19.892191
1.555825E-6	19.748057
1.55659E-6	20.059716
1.5574E-6	20.070584
1.55821E-6	19.911843
1.55902E-6	20.182861
1.55983E-6	20.189655
1.560595E-6	19.925364
1.561405E-6	19.977278
1.562215E-6	20.017666
1.563025E-6	20.118031
1.563835E-6	20.200023
1.564645E-6	20.253942
1.5655E-6	20.327867
1.56631E-6	20.344726
