Wavelength (nm)	Channel Gain (dB)
1.52887E-6	25.40312
1.529635E-6	25.99456
1.530445E-6	25.467346
1.53121E-6	25.161916
1.531975E-6	25.644284
1.53274E-6	25.440374
1.53346E-6	25.400374
1.534225E-6	24.924327
1.535035E-6	25.26377
1.5358E-6	25.246682
1.53661E-6	25.220834
1.53742E-6	25.301671
1.53823E-6	25.329523
1.53904E-6	25.316483
1.53985E-6	25.287837
1.54066E-6	25.25613
1.541425E-6	25.722655
1.542235E-6	25.203877
1.543045E-6	25.177052
1.54381E-6	25.152448
1.54462E-6	25.115347
1.545385E-6	25.065574
1.546195E-6	24.921501
1.547005E-6	24.997456
1.547815E-6	24.970668
1.54858E-6	24.921941
1.54939E-6	24.821517
1.5502E-6	24.915953
1.55101E-6	24.927431
1.55182E-6	24.582822
1.55263E-6	24.933999
1.553395E-6	24.883687
1.554205E-6	24.869153
1.55497E-6	24.988481
1.555825E-6	24.727032
1.55659E-6	25.015066
1.557445E-6	24.826131
1.55821E-6	24.785762
1.558975E-6	24.743796
1.559785E-6	24.757982
1.560595E-6	24.7498
1.561405E-6	24.79191
1.562215E-6	24.816631
1.563025E-6	24.851922
1.563835E-6	24.882364
1.564645E-6	24.934211
1.5655E-6	25.403383
1.56631E-6	24.91032
