Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.372408
1.53121E-6	4.33301
1.532695E-6	4.273929
1.53427E-6	3.380219
1.5358E-6	4.809151
1.53742E-6	4.164017
1.539085E-6	4.186568
1.54066E-6	4.561109
1.542235E-6	4.214733
1.54381E-6	3.646308
1.54543E-6	4.643011
1.547005E-6	4.222185
1.54858E-6	4.162512
1.5502E-6	4.282616
1.55182E-6	4.192076
1.55344E-6	4.707058
1.555015E-6	4.149497
1.55659E-6	3.996865
1.558165E-6	4.088741
1.559785E-6	4.017403
1.561405E-6	3.964145
1.563025E-6	3.917197
1.564645E-6	3.91055
1.56631E-6	3.805516
