Wavelength (nm)	Channel Gain (dB)
1.52887E-6	28.692676
1.52968E-6	28.277562
1.530445E-6	28.723189
1.53121E-6	28.643424
1.531975E-6	28.538865
1.532695E-6	28.508747
1.53346E-6	28.354354
1.53427E-6	28.17686
1.535035E-6	28.001049
1.5358E-6	27.79893
1.53661E-6	27.716903
1.53742E-6	27.645887
1.538275E-6	27.655378
1.539085E-6	27.177966
1.53985E-6	27.492825
1.54066E-6	27.417672
1.541425E-6	27.366788
1.542235E-6	27.34197
1.543045E-6	27.289229
1.54381E-6	27.233519
1.544575E-6	27.1735
1.54543E-6	26.734498
1.546195E-6	27.015839
1.547005E-6	26.976606
1.54777E-6	27.248889
1.54858E-6	26.824654
1.549345E-6	26.895837
1.5502E-6	26.624205
1.550965E-6	27.019429
1.55182E-6	26.753709
1.55263E-6	26.715769
1.55344E-6	26.232963
1.55425E-6	26.181104
1.555015E-6	26.499758
1.555825E-6	26.583781
1.556635E-6	26.549094
1.5574E-6	26.493918
1.55821E-6	26.447214
1.558975E-6	26.40646
1.559785E-6	26.353195
1.560595E-6	26.324976
1.561405E-6	26.282887
1.562215E-6	26.273382
1.563025E-6	26.261788
1.563835E-6	26.254998
1.564645E-6	26.232178
1.5655E-6	26.732198
1.56631E-6	26.165599
