Wavelength (nm)	Noise Figure (dB)
1.529635E-6	14.200645
1.53121E-6	14.731246
1.53274E-6	14.629907
1.53427E-6	14.006785
1.5358E-6	13.059522
1.537465E-6	12.374542
1.53904E-6	11.662615
1.54066E-6	12.60265
1.542235E-6	12.994246
1.54381E-6	13.281802
1.545385E-6	13.436936
1.547005E-6	13.814167
1.54858E-6	13.593167
1.5502E-6	13.651943
1.55182E-6	14.135418
1.553395E-6	13.819989
1.555015E-6	13.993512
1.556635E-6	14.000802
1.55821E-6	13.897202
1.559785E-6	13.64028
1.561405E-6	13.16737
1.563025E-6	12.408136
1.564645E-6	11.521317
1.56631E-6	10.647654
