Wavelength (nm)	Channel Gain (dB)
1.52887E-6	19.447127
1.52968E-6	19.366066
1.530445E-6	19.198705
1.53121E-6	18.813762
1.531975E-6	19.014454
1.532695E-6	18.941256
1.53346E-6	18.996853
1.53427E-6	19.43003
1.535035E-6	19.019467
1.5358E-6	18.669643
1.53661E-6	19.169247
1.53742E-6	19.2647
1.538275E-6	19.357712
1.539085E-6	18.983014
1.53985E-6	19.347051
1.54066E-6	19.302256
1.541425E-6	19.276467
1.542235E-6	19.246396
1.543045E-6	18.849204
1.54381E-6	19.195026
1.54462E-6	19.163085
1.545385E-6	19.518212
1.546195E-6	19.078498
1.547005E-6	19.053145
1.54777E-6	19.011534
1.54858E-6	19.013237
1.54939E-6	18.920814
1.5502E-6	18.99959
1.550965E-6	19.007723
1.55182E-6	19.012135
1.55263E-6	19.035872
1.553395E-6	19.458569
1.554205E-6	19.029607
1.55497E-6	19.615683
1.55578E-6	19.141236
1.55659E-6	19.157127
1.5574E-6	19.004179
1.55821E-6	18.997928
1.558975E-6	18.957166
1.559785E-6	18.974555
1.560595E-6	18.982697
1.561405E-6	18.99636
1.562215E-6	19.025679
1.563025E-6	19.0811
1.563835E-6	19.141372
1.564645E-6	19.17372
1.5655E-6	19.746361
1.56631E-6	19.201638
