Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.958535
1.53121E-6	4.457652
1.53274E-6	4.417052
1.53427E-6	4.347534
1.5358E-6	4.173398
1.53742E-6	4.278819
1.53904E-6	3.891749
1.54066E-6	4.31788
1.542235E-6	4.373289
1.54381E-6	4.367107
1.545385E-6	4.402114
1.54696E-6	4.171116
1.54858E-6	4.36489
1.5502E-6	4.394249
1.55182E-6	4.397329
1.55344E-6	4.391893
1.55497E-6	4.257298
1.556635E-6	4.37503
1.55821E-6	4.041567
1.559785E-6	4.313702
1.561405E-6	4.218283
1.563025E-6	4.142305
1.564645E-6	4.024287
1.56631E-6	3.95275
