Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.083585
1.52968E-6	4.689317
1.530445E-6	4.143682
1.53121E-6	4.158701
1.531975E-6	4.294072
1.532695E-6	4.119868
1.53346E-6	3.99775
1.53427E-6	4.058521
1.535035E-6	4.015973
1.5358E-6	3.871151
1.53661E-6	4.054755
1.53742E-6	2.931115
1.538275E-6	4.03562
1.539085E-6	4.085115
1.53985E-6	4.119614
1.54066E-6	4.122149
1.541425E-6	4.097705
1.542235E-6	4.132647
1.543045E-6	4.143929
1.54381E-6	4.129356
1.54462E-6	4.106067
1.545385E-6	4.165608
1.546195E-6	4.167682
1.547005E-6	4.144294
1.547815E-6	4.156666
1.548535E-6	4.196962
1.54939E-6	4.199718
1.5502E-6	4.36232
1.55101E-6	4.438035
1.55182E-6	4.128468
1.55263E-6	4.120181
1.55344E-6	4.2038
1.554205E-6	4.20663
1.555015E-6	4.180719
1.555825E-6	4.193995
1.556635E-6	4.361161
1.5574E-6	4.174392
1.55821E-6	3.820983
1.558975E-6	4.534966
1.559785E-6	4.130248
1.560595E-6	4.117565
1.561405E-6	4.056818
1.562215E-6	4.080024
1.563025E-6	3.991729
1.563835E-6	3.877989
1.564645E-6	3.813987
1.565455E-6	4.56042
1.56631E-6	3.811786
