Wavelength (nm)	Noise Figure (dB)
1.52887E-6	14.498193
1.529635E-6	14.053772
1.530445E-6	15.17401
1.53121E-6	15.348948
1.531975E-6	15.37691
1.532695E-6	15.33417
1.53346E-6	14.963234
1.53427E-6	13.684719
1.535035E-6	14.15267
1.5358E-6	13.767476
1.53661E-6	13.251799
1.53742E-6	12.906762
1.538275E-6	12.746597
1.53904E-6	12.076852
1.53985E-6	13.031836
1.54066E-6	13.03264
1.541425E-6	13.221966
1.542235E-6	13.421076
1.543045E-6	13.612793
1.54381E-6	13.894556
1.54462E-6	13.871331
1.545385E-6	13.920197
1.546195E-6	13.991714
1.547005E-6	14.017698
1.54777E-6	14.025445
1.54858E-6	13.966313
1.549345E-6	14.03298
1.5502E-6	14.079892
1.55101E-6	14.130882
1.55182E-6	14.175692
1.55263E-6	14.789823
1.553395E-6	14.244855
1.554205E-6	14.298262
1.555015E-6	14.426517
1.555825E-6	14.412117
1.556635E-6	14.597865
1.557445E-6	14.628142
1.55821E-6	14.053382
1.55902E-6	14.253743
1.559785E-6	14.085244
1.560595E-6	13.820285
1.561405E-6	13.520283
1.562215E-6	13.167649
1.563025E-6	12.741241
1.563835E-6	12.274791
1.564645E-6	11.789792
1.565455E-6	11.27123
1.56631E-6	10.822669
