Wavelength (nm)	Channel Gain (dB)
1.52968E-6	19.141443
1.53121E-6	18.843763
1.532695E-6	18.700674
1.53427E-6	18.835786
1.5358E-6	18.931016
1.53742E-6	19.160001
1.53904E-6	19.681337
1.54066E-6	19.237619
1.542235E-6	19.184562
1.54381E-6	19.623809
1.54534E-6	19.397533
1.547005E-6	18.731269
1.54858E-6	18.912381
1.5502E-6	18.917563
1.55182E-6	18.959142
1.55344E-6	18.542583
1.555015E-6	18.976726
1.556635E-6	18.948624
1.55821E-6	19.172603
1.559785E-6	18.889412
1.561405E-6	18.907976
1.563025E-6	19.011468
1.564645E-6	19.127844
1.56631E-6	19.137677
