Wavelength (nm)	Noise Figure (dB)
1.529635E-6	14.464162
1.53121E-6	14.953543
1.532695E-6	14.918603
1.534225E-6	14.150768
1.5358E-6	13.266111
1.53742E-6	12.539336
1.53904E-6	12.372
1.54066E-6	12.698009
1.542235E-6	13.077888
1.54381E-6	13.392428
1.545385E-6	13.005789
1.54696E-6	13.626991
1.54858E-6	13.677954
1.5502E-6	13.937777
1.55182E-6	13.803078
1.553395E-6	13.892633
1.55497E-6	13.847133
1.556635E-6	14.069576
1.55821E-6	13.751516
1.559785E-6	13.706429
1.561405E-6	13.216894
1.563025E-6	12.453961
1.564645E-6	11.57226
1.56631E-6	10.680388
