Wavelength (nm)	Channel Gain (dB)
1.52887E-6	18.171274
1.52968E-6	18.168158
1.530445E-6	18.007216
1.53121E-6	17.951909
1.531975E-6	17.971937
1.53274E-6	18.088477
1.53346E-6	18.066752
1.53427E-6	18.152471
1.535035E-6	18.241421
1.5358E-6	18.355877
1.53661E-6	18.506183
1.53742E-6	18.662579
1.538275E-6	18.553932
1.539085E-6	18.81087
1.53985E-6	18.791343
1.54066E-6	18.751484
1.541425E-6	18.74412
1.542235E-6	18.732572
1.543045E-6	18.708096
1.54381E-6	18.710629
1.54462E-6	18.68291
1.545385E-6	18.652848
1.546195E-6	18.642638
1.547005E-6	18.621037
1.547815E-6	18.29923
1.54858E-6	18.63624
1.54939E-6	18.567765
1.5502E-6	18.503655
1.55101E-6	18.674223
1.55182E-6	18.689732
1.55263E-6	18.719726
1.55344E-6	18.713743
1.55425E-6	18.721165
1.555015E-6	18.745976
1.555825E-6	18.751261
1.55659E-6	18.759106
1.5574E-6	18.741741
1.55821E-6	18.756582
1.558975E-6	18.771667
1.559785E-6	18.781535
1.560595E-6	18.833508
1.561405E-6	18.862694
1.562215E-6	18.927673
1.563025E-6	19.013921
1.563835E-6	19.108908
1.564645E-6	19.185113
1.5655E-6	19.241633
1.56631E-6	19.271041
