Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.304077
1.53121E-6	4.705398
1.53274E-6	4.494258
1.53427E-6	4.63169
1.5358E-6	5.270286
1.537375E-6	4.394219
1.539085E-6	5.012149
1.54066E-6	4.63054
1.542235E-6	4.68011
1.54381E-6	4.725067
1.54543E-6	4.775117
1.547005E-6	4.783852
1.54858E-6	4.75052
1.5502E-6	4.967577
1.55182E-6	5.187045
1.553395E-6	4.304421
1.555015E-6	4.147098
1.556635E-6	4.859374
1.55821E-6	4.893942
1.559785E-6	5.183582
1.561405E-6	4.727595
1.56307E-6	4.052005
1.564645E-6	4.398258
1.56631E-6	3.323498
