Wavelength (nm)	Noise Figure (dB)
1.52968E-6	4.716478
1.53121E-6	4.607023
1.532695E-6	4.595234
1.53427E-6	4.646354
1.5358E-6	5.305536
1.53742E-6	4.471094
1.539085E-6	4.957178
1.54066E-6	4.59815
1.542235E-6	4.62847
1.54381E-6	4.66517
1.54543E-6	4.710604
1.547005E-6	4.919997
1.54858E-6	4.163124
1.5502E-6	4.747485
1.55182E-6	4.809895
1.55344E-6	5.326806
1.555015E-6	4.792885
1.55659E-6	4.774144
1.55821E-6	4.819206
1.559785E-6	5.137696
1.561405E-6	4.652227
1.563025E-6	4.493396
1.564645E-6	4.28479
1.56631E-6	4.247303
