Wavelength (nm)	Channel Gain (dB)
1.52887E-6	23.296374
1.52968E-6	23.311797
1.530445E-6	23.220968
1.53121E-6	23.19214
1.531975E-6	23.15889
1.532695E-6	23.164741
1.53346E-6	23.16621
1.534225E-6	23.17109
1.535035E-6	23.131704
1.5358E-6	23.168866
1.53661E-6	23.190366
1.53742E-6	23.721437
1.538275E-6	23.129023
1.539085E-6	23.352758
1.53985E-6	23.311455
1.54066E-6	23.2641
1.541425E-6	23.235827
1.542235E-6	23.228832
1.543045E-6	23.197183
1.54381E-6	23.143615
1.54462E-6	23.134877
1.54543E-6	22.683933
1.546195E-6	23.042787
1.547005E-6	23.001194
1.54777E-6	22.9781
1.54858E-6	22.982409
1.549345E-6	23.035901
1.550155E-6	22.961706
1.55101E-6	22.980741
1.55182E-6	22.981338
1.55263E-6	22.973003
1.55344E-6	22.982988
1.55425E-6	22.518255
1.555015E-6	22.96123
1.555825E-6	22.953449
1.556635E-6	22.941097
1.5574E-6	23.082069
1.558165E-6	22.589799
1.558975E-6	22.580997
1.559785E-6	22.849532
1.560595E-6	22.841665
1.561405E-6	22.856428
1.562215E-6	22.910129
1.563025E-6	22.978429
1.563835E-6	23.041923
1.564645E-6	23.076832
1.5655E-6	23.085365
1.56631E-6	23.082489
