Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.855885
1.53121E-6	5.932631
1.532695E-6	5.883558
1.53427E-6	5.783408
1.5358E-6	5.517549
1.53742E-6	5.465656
1.539085E-6	5.549174
1.54066E-6	5.702567
1.542235E-6	5.820887
1.54381E-6	5.896826
1.54543E-6	6.075275
1.54696E-6	5.850622
1.54858E-6	6.094167
1.5502E-6	6.185473
1.55182E-6	6.255483
1.55344E-6	6.33294
1.555015E-6	6.296886
1.55659E-6	6.324334
1.55821E-6	6.403538
1.559785E-6	6.274321
1.561405E-6	6.074832
1.56307E-6	5.169473
1.564645E-6	6.246623
1.56631E-6	5.151946
