Wavelength (nm)	Noise Figure (dB)
1.529635E-6	6.428882
1.53121E-6	6.69175
1.532695E-6	6.93952
1.53427E-6	6.460442
1.535845E-6	4.883034
1.53742E-6	6.031564
1.539085E-6	6.130781
1.54066E-6	6.2529
1.542235E-6	6.413993
1.543765E-6	6.463876
1.545385E-6	6.188642
1.547005E-6	6.759854
1.54858E-6	6.242012
1.5502E-6	6.863099
1.55182E-6	7.278408
1.55344E-6	7.59988
1.555015E-6	7.060259
1.55659E-6	7.053839
1.55821E-6	7.090814
1.55983E-6	6.560858
1.561405E-6	6.675985
1.563025E-6	6.340334
1.564645E-6	5.889049
1.56631E-6	5.606194
