Wavelength (nm)	Channel Gain (dB)
1.52887E-6	10.375768
1.529635E-6	10.137418
1.530445E-6	9.815661
1.53121E-6	9.312495
1.53193E-6	9.631871
1.532695E-6	9.466375
1.53346E-6	9.473259
1.534225E-6	9.153121
1.535035E-6	9.620787
1.5358E-6	9.762467
1.53661E-6	9.908628
1.53742E-6	10.093431
1.538275E-6	9.96035
1.53904E-6	10.253686
1.53985E-6	10.235213
1.54066E-6	9.83654
1.541425E-6	10.189834
1.542235E-6	10.152558
1.543045E-6	10.116527
1.54381E-6	10.10511
1.54462E-6	9.767051
1.545385E-6	10.023476
1.546195E-6	9.985205
1.547005E-6	9.961643
1.54777E-6	10.305096
1.54858E-6	9.918451
1.54939E-6	9.84162
1.5502E-6	9.988556
1.55101E-6	9.997437
1.55182E-6	9.673128
1.55263E-6	10.028354
1.553395E-6	10.494236
1.554205E-6	10.060958
1.55497E-6	10.198673
1.55578E-6	10.246566
1.55659E-6	10.082485
1.557445E-6	10.0719
1.558165E-6	9.833834
1.558975E-6	9.832735
1.559785E-6	10.089152
1.560595E-6	10.100032
1.561405E-6	10.140598
1.562215E-6	10.180508
1.563025E-6	10.271167
1.563835E-6	10.333421
1.564645E-6	10.394649
1.565455E-6	10.414006
1.56631E-6	10.428189
