Wavelength (nm)	Channel Gain (dB)
1.52887E-6	14.418849
1.529635E-6	14.690579
1.530445E-6	13.908355
1.53121E-6	13.71579
1.53193E-6	13.744696
1.53274E-6	13.677238
1.53346E-6	13.667232
1.53427E-6	13.687517
1.535035E-6	13.751448
1.5358E-6	13.865305
1.53661E-6	13.994987
1.53742E-6	14.151346
1.53823E-6	14.467396
1.539085E-6	14.278974
1.53985E-6	14.26149
1.54066E-6	14.236365
1.541425E-6	14.206613
1.542235E-6	14.179865
1.543045E-6	14.14993
1.54381E-6	14.109177
1.54462E-6	14.064703
1.545385E-6	14.035468
1.546195E-6	13.980903
1.547005E-6	13.959979
1.547815E-6	13.603597
1.54858E-6	13.93546
1.54939E-6	13.930786
1.5502E-6	13.944193
1.55101E-6	13.940966
1.55182E-6	13.969758
1.55263E-6	13.979063
1.553395E-6	13.996381
1.554205E-6	13.989251
1.555015E-6	13.99101
1.55578E-6	14.140768
1.55659E-6	14.168121
1.557445E-6	13.980738
1.55821E-6	13.988613
1.55902E-6	14.246528
1.559785E-6	13.954897
1.560595E-6	13.991821
1.561405E-6	13.9977
1.562215E-6	14.0559
1.563025E-6	14.115253
1.563835E-6	14.175725
1.564645E-6	14.235806
1.565455E-6	14.24531
1.56631E-6	14.244015
