Wavelength (nm)	Noise Figure (dB)
1.52968E-6	5.277189
1.53121E-6	5.338272
1.532695E-6	5.293523
1.53427E-6	5.209638
1.5358E-6	4.93434
1.53742E-6	5.025335
1.539085E-6	5.561887
1.54066E-6	5.155241
1.542235E-6	5.297812
1.54381E-6	5.420034
1.545385E-6	4.911613
1.547005E-6	5.689319
1.54858E-6	5.493349
1.5502E-6	5.623194
1.55182E-6	5.626489
1.55344E-6	6.209972
1.555015E-6	5.651017
1.556635E-6	5.703432
1.55821E-6	5.279631
1.559785E-6	5.632166
1.561405E-6	5.467545
1.563025E-6	5.226273
1.564645E-6	4.92129
1.56631E-6	4.747485
