Wavelength (nm)	Noise Figure (dB)
1.52887E-6	4.242919
1.529635E-6	4.251788
1.530445E-6	4.255046
1.53121E-6	4.226068
1.531975E-6	4.272281
1.532695E-6	4.129568
1.53346E-6	3.978723
1.53427E-6	4.040981
1.535035E-6	3.970151
1.5358E-6	3.977797
1.53661E-6	4.004008
1.53742E-6	3.951987
1.53823E-6	3.986164
1.53904E-6	3.618169
1.53985E-6	3.999219
1.54066E-6	4.370272
1.541425E-6	4.040482
1.542235E-6	4.060949
1.543045E-6	4.480571
1.54381E-6	4.023096
1.54462E-6	4.000702
1.545385E-6	4.026819
1.546195E-6	3.998815
1.547005E-6	4.171214
1.54777E-6	3.951996
1.54858E-6	3.496773
1.54939E-6	3.97616
1.550155E-6	3.765023
1.55101E-6	4.213314
1.55182E-6	3.975873
1.552585E-6	3.541546
1.553395E-6	3.936169
1.55425E-6	3.926558
1.555015E-6	3.909916
1.555825E-6	3.899784
1.556635E-6	3.892604
1.5574E-6	3.850432
1.55821E-6	3.728342
1.558975E-6	3.867775
1.559785E-6	3.790766
1.560595E-6	3.8013
1.561405E-6	3.779944
1.562215E-6	3.747011
1.563025E-6	3.700103
1.563835E-6	3.706472
1.564645E-6	3.678156
1.565455E-6	3.620618
1.56631E-6	3.646765
