Wavelength (nm)	Noise Figure (dB)
1.529635E-6	3.888769
1.53121E-6	4.398847
1.53274E-6	4.209982
1.53427E-6	3.54025
1.5358E-6	4.175763
1.53742E-6	4.162853
1.539085E-6	4.172413
1.54066E-6	4.211929
1.542235E-6	4.414148
1.54381E-6	4.154738
1.54543E-6	4.162631
1.547005E-6	4.349135
1.54858E-6	3.681604
1.5502E-6	4.124882
1.55182E-6	4.438532
1.55344E-6	4.560221
1.555015E-6	4.046096
1.556635E-6	4.174408
1.55821E-6	4.031144
1.559785E-6	4.022781
1.561405E-6	3.92515
1.563025E-6	3.893002
1.564645E-6	3.820293
1.566265E-6	4.448483
