Wavelength (nm)	Noise Figure (dB)
1.52887E-6	5.177713
1.52968E-6	5.280368
1.530445E-6	5.310672
1.53121E-6	5.361535
1.531975E-6	5.380764
1.532695E-6	5.264318
1.53346E-6	5.15687
1.53427E-6	5.183039
1.535035E-6	5.111192
1.5358E-6	6.252459
1.53661E-6	4.992622
1.53742E-6	4.972627
1.538275E-6	5.054474
1.539085E-6	5.126045
1.53985E-6	5.09867
1.54066E-6	5.188302
1.541425E-6	5.24066
1.542235E-6	5.299582
1.543045E-6	5.408269
1.54381E-6	5.428568
1.54462E-6	5.447002
1.545385E-6	5.486962
1.546195E-6	5.513238
1.547005E-6	5.534151
1.547815E-6	5.593278
1.54858E-6	5.564899
1.54939E-6	5.606473
1.5502E-6	5.767041
1.55101E-6	5.66478
1.55182E-6	5.645221
1.55263E-6	5.722611
1.55344E-6	5.742161
1.554205E-6	5.038703
1.555015E-6	5.746962
1.555825E-6	5.776967
1.556635E-6	5.872837
1.5574E-6	5.64107
1.55821E-6	5.849637
1.558975E-6	5.781067
1.559785E-6	5.671228
1.560595E-6	6.014729
1.561405E-6	5.498823
1.562215E-6	5.94497
1.563025E-6	5.219355
1.563835E-6	5.844883
1.564645E-6	5.789399
1.5655E-6	4.849212
1.56631E-6	4.726715
